"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"29","I provide  you nothing but top-notch quality in your assignments. Engage me today.
#business law
#Math
#Algebra… https://t.co/IIcICK6Fux",FALSE,0,NA,2021-02-28 13:39:00,TRUE,NA,"1366020075933827072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AngieWriter96",0,FALSE,FALSE,NA,NA
"30","best writers to take up your;
#spring classes 
#Essay due
#Paper pay
#Someone help 
#Case study
#Do my homework… https://t.co/0DcXLgEJJ4",FALSE,0,NA,2021-02-28 13:31:08,TRUE,NA,"1366018099456208903",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineWriters8",0,FALSE,FALSE,NA,NA
"31","Pay us for quality paper and credible results in your;
#Excel
#Math
#Engineering
#Accounting
#Essays due
History
On… https://t.co/QDoVUuo5AI",FALSE,0,NA,2021-02-28 13:30:37,TRUE,NA,"1366017966794489856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineWriters8",0,FALSE,FALSE,NA,NA
"32","Pay us for quality paper and credible results in your;
#Excel
#Math
#Engineering
#Accounting
#Essays due
History
On… https://t.co/BBO4jod7WZ",FALSE,0,NA,2021-02-28 13:30:04,TRUE,NA,"1366017827526819843",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineWriters8",0,FALSE,FALSE,NA,NA
"33","Get 100 % original custom written papers by Tutors &amp; writers

#RESEARCHPAPER
#Statistics
#business
#Math
#Algebra… https://t.co/V4MKa50aLO",FALSE,0,NA,2021-02-28 13:29:42,TRUE,NA,"1366017738041393155",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineWriters8",0,FALSE,FALSE,NA,NA
"34","Some problems don't require students to use any operation at all. Instead, it's all about recognizing different voc… https://t.co/DyEzz7Kve3",FALSE,0,NA,2021-02-28 13:29:31,TRUE,NA,"1366017691774050306",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AaronDaffern",0,FALSE,FALSE,NA,NA
"35","Get 100 % original custom written papers by Tutors &amp; writers

#RESEARCHPAPER
#Statistics
#business
#Math
#Algebra… https://t.co/Ha8Y2IGG0X",FALSE,0,NA,2021-02-28 13:27:56,TRUE,NA,"1366017291662589953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineWriters8",0,FALSE,FALSE,NA,NA
"36","Hire the Experts For;
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/X196XqoPEQ",FALSE,0,NA,2021-02-28 13:27:15,TRUE,NA,"1366017120979582978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GradeElites",0,FALSE,FALSE,NA,NA
"37","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/VSU3uXIHhv",FALSE,1,NA,2021-02-28 13:26:20,TRUE,NA,"1366016890884288515",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","expertwriters99",3,FALSE,FALSE,NA,NA
"38","Fermat’s Last Theorem is just a special case of Rey’s Last Theorem where: n = 2, k = 2
I have discovered a truly ma… https://t.co/I3zui4C2eA",FALSE,0,"Rey_Skywalker8",2021-02-28 13:26:04,TRUE,"1366016821963329537","1366016823653638147","797001572802670592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rey_Skywalker8",0,FALSE,FALSE,NA,NA
"39","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/QkQ5DyxcJZ",FALSE,0,NA,2021-02-28 13:24:42,TRUE,NA,"1366016477778890754",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","writters_pro",0,FALSE,FALSE,NA,NA
"40","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/KhfUF1AziV",FALSE,0,NA,2021-02-28 13:23:19,TRUE,NA,"1366016129706123264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","legit_writings",0,FALSE,FALSE,NA,NA
"41","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/RFOR7sKmGr",FALSE,0,NA,2021-02-28 13:18:57,TRUE,NA,"1366015032564342784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","primetimeswrit1",0,FALSE,FALSE,NA,NA
"42","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/AGHlcAjKFf",FALSE,2,NA,2021-02-28 13:10:17,TRUE,NA,"1366012848699228162",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EssaysMadelaine",3,FALSE,FALSE,NA,NA
"43","#digtal #math #bundle https://t.co/d5Xvq2h3NJ",FALSE,0,NA,2021-02-28 13:08:50,FALSE,NA,"1366012484788830208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TeachTreasure",0,FALSE,FALSE,NA,NA
"44","#Educational #apps for #kids!

https://t.co/Q4TXOjvhG9

#Words #addition #subtraction #Division #multiplication… https://t.co/wgNL6SIVOi",FALSE,0,NA,2021-02-28 13:08:02,TRUE,NA,"1366012283596464133",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","kidd78",0,FALSE,FALSE,NA,NA
"45","#MATH TING 3",FALSE,0,"mas_teacher",2021-02-28 13:04:30,FALSE,"1366011165478776838","1366011397063147531","1365118497819254788","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mas_teacher",0,FALSE,FALSE,NA,NA
"46","ASSIGNMENTS &amp; ESSAYS HELP 
#Kuwait, #Saudia, #Hong_Kong #China #usa #uk #germany #nz #Australia #USA 

Whatsapp/Tex… https://t.co/wrGPdFeSG1",FALSE,1,NA,2021-02-28 13:02:04,TRUE,NA,"1366010782060859397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","essaygenius_ctr",0,FALSE,FALSE,NA,NA
"47","I'm a color-neutral #AntiRacist factorian.

The history of #math was written by Whites to glorify White math while… https://t.co/5J3XFrgbSq",FALSE,42,NA,2021-02-28 13:01:03,TRUE,NA,"1366010527604908036",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jcrabtree",18,FALSE,FALSE,NA,NA
"48","#Learn #Division with #Ibbleobble #Maths #games! 

https://t.co/jDRHHMc21f

#Math #Mathematics #play #education… https://t.co/b5wi7NlwWx",FALSE,1,NA,2021-02-28 13:01:03,TRUE,NA,"1366010526535409667",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","KidDotCo",0,FALSE,FALSE,NA,NA
"49","These are puzzle templates. I have one pi day puzzle. Anybody have a topic they could use it for?… https://t.co/BfsMPmtzuh",FALSE,0,NA,2021-02-28 12:56:39,TRUE,NA,"1366009418849153026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pirscared",0,FALSE,FALSE,NA,NA
"50","On this #Sunday we are blessed to have the trust from so many parents and students across the world. Look, we know… https://t.co/WJbqCL2E2i",FALSE,0,NA,2021-02-28 12:55:03,TRUE,NA,"1366009014816034821",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","AzulEducational",0,FALSE,FALSE,NA,NA
"51","DM @Essayassignmen8 for pay 
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology… https://t.co/LHGhzhYi5i",FALSE,0,NA,2021-02-28 12:35:08,TRUE,NA,"1366004003528728577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SupremacyWrite1",1,FALSE,FALSE,NA,NA
"52","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 

#homework due… https://t.co/ed8ocBkRea",FALSE,0,NA,2021-02-28 12:34:28,TRUE,NA,"1366003835186139149",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SupremacyWrite1",0,FALSE,FALSE,NA,NA
"53","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology… https://t.co/CJhunirFNr",FALSE,0,NA,2021-02-28 12:34:03,TRUE,NA,"1366003732073361410",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Custompapers4",0,FALSE,FALSE,NA,NA
"54","Strain no More in Your,hmu
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/euiCSGFUT9",FALSE,0,NA,2021-02-28 12:33:48,TRUE,NA,"1366003667300724740",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Custompapers4",3,FALSE,FALSE,NA,NA
"55","DM @Custompapers4 for pay 
#pay essay
#business
#Math..
#Algebra
#Calculus
#workout plan
#Stats
#Biology… https://t.co/9EVh18shxs",FALSE,0,NA,2021-02-28 12:32:14,TRUE,NA,"1366003275942756352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Custompapers4",0,FALSE,FALSE,NA,NA
"56","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology… https://t.co/eClM01fa0k",FALSE,0,NA,2021-02-28 12:31:56,TRUE,NA,"1366003199589646336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Custompapers4",0,FALSE,FALSE,NA,NA
"57","Its #NationalScienceDay, when we periodically get to make #science jokes. #STEM #engineering #math #technology https://t.co/YBcAP8hCcL",FALSE,0,NA,2021-02-28 12:30:08,FALSE,NA,"1366002746957172739",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","e_propelled",1,FALSE,FALSE,NA,NA
"58","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology… https://t.co/8Z9gtpQmcw",FALSE,0,NA,2021-02-28 12:21:17,TRUE,NA,"1366000518166941698",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamietalC",0,FALSE,FALSE,NA,NA
"59","DM @Essayassignmen8 for pay 
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology… https://t.co/rvy1g9UJTN",FALSE,0,NA,2021-02-28 12:20:56,TRUE,NA,"1366000433165193217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Essayassignmen8",1,FALSE,FALSE,NA,NA
"60","NeuralNetwork in MachineLearning 
#Bioinformatics #DataVisualization #DataScience 
#programmer #programming #AI… https://t.co/DD61oKYUkV",FALSE,4,NA,2021-02-28 12:20:23,TRUE,NA,"1366000292353998848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ArtificiCenter",8,FALSE,FALSE,NA,NA
"61","Strain no More in Your,hmu
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/OmEJfVNJG6",FALSE,0,NA,2021-02-28 12:20:08,TRUE,NA,"1366000229900836871",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamietalC",3,FALSE,FALSE,NA,NA
"62","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology… https://t.co/PCw1J3emDu",FALSE,0,NA,2021-02-28 12:18:47,TRUE,NA,"1365999888622886914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamietalC",0,FALSE,FALSE,NA,NA
"63","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/9DbWTCByPZ",FALSE,0,NA,2021-02-28 12:17:14,TRUE,NA,"1365999499932499975",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","legit_writings",2,FALSE,FALSE,NA,NA
"64","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology… https://t.co/UImVbBNHAP",FALSE,1,NA,2021-02-28 12:12:03,TRUE,NA,"1365998193796857858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brainywriters12",0,FALSE,FALSE,NA,NA
"65","<U+71B1><U+529B><U+5B66><U+3092><U+8D77><U+70B9><U+3068><U+3057><U+305F><U+30CB><U+30E5><U+30FC><U+30C8><U+30F3><U+529B><U+5B66><U+7684><U+89E3><U+6C7A><U+3002>
#<U+3072><U+3064><U+3058><U+3068><U+7269><U+7406>
#<U+3053><U+306E><U+4F5C><U+54C1><U+304C><U+523A><U+3055><U+308A><U+305D><U+3046><U+306A><U+4EBA><U+77E5><U+308A><U+307E><U+305B><U+3093><U+304B>

#drawing  #illustration #physics #math #art #artwork #followme
#<U+7D75>… https://t.co/XK0h9aHZpw",FALSE,14,NA,2021-02-28 12:11:44,TRUE,NA,"1365998114260221952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arphysist",1,FALSE,FALSE,NA,NA
"66","Let me tackle that #Math #English #assignment 
Am the best. 
Snap: ricead2021 https://t.co/ntiYy0ELkO",FALSE,0,NA,2021-02-28 12:09:20,FALSE,NA,"1365997510137896962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RiceAdnan",0,FALSE,FALSE,NA,NA
"67","@shasha11224 Strain no More in Your,hmu
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study… https://t.co/7kmMs6hY9v",FALSE,0,"shasha11224",2021-02-28 12:05:46,TRUE,"1365992607688642562","1365996612380741635","1117022074495741952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","academic247_247",1,FALSE,FALSE,NA,NA
"68","DM for academic help at a fair price:
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology… https://t.co/UyrCu7DWDv",FALSE,0,NA,2021-02-28 12:04:49,TRUE,NA,"1365996376023252995",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TutoringVarsity",0,FALSE,FALSE,NA,NA
"69","Can we figure out the #math approach as well as the #programming / #coding approach? https://t.co/6SkvSFKVoI",FALSE,1,NA,2021-02-28 12:02:10,FALSE,NA,"1365995708420030464",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dhimathorg",2,FALSE,FALSE,NA,NA
"70","Kindly HMU 
#business law
#Math
#Calculus
#Statistics 
#Nursing
#Essay due
#Assignment
#Online classes
#research paper
#dissertation",FALSE,0,NA,2021-02-28 12:01:56,FALSE,NA,"1365995651352256512",NA,"<a href=""https://www.cub.so"" rel=""nofollow"">Cubi.so</a>","AnnBritneyy",0,FALSE,FALSE,NA,NA
"71","7 #Educational #Apps in 1 #Bundle!

https://t.co/7j6qYwvRgP

#Maths #math #learn #learning #play #numbers #teach… https://t.co/LtE9K7wdPa",FALSE,0,NA,2021-02-28 12:01:02,TRUE,NA,"1365995422603444225",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","KidDotCo",0,FALSE,FALSE,NA,NA
"72","#math #puzzle @jamestanton @GlobalMathProj @mathemalicious @lilmathgirl @mathplay3 @gamesbygord @TijanaMarkovi05… https://t.co/GFNG34Ppqf",FALSE,3,NA,2021-02-28 11:59:20,TRUE,NA,"1365994993823805442",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KiranABacche",2,FALSE,FALSE,NA,NA
"73","#Math can be a challenge for students of all ages, especially in today's world of #virtuallearning. Huntington Lear… https://t.co/W4DPZMt6Qy",FALSE,0,NA,2021-02-28 11:57:29,TRUE,NA,"1365994530194026501",NA,"<a href=""https://www.meetsoci.com"" rel=""nofollow"">SOCi - Simplifying Social Media</a>","hlclearning_va",0,FALSE,FALSE,NA,NA
"74","Pay us take your online class
Email for inquiry<U+0001F4E9>   
#Algebra
#Geometry
#Trig<U+0001F4C8><U+0001F4C9>
#Math
#stats
#Calculus
#Biology… https://t.co/Aj6SEIEJBz",FALSE,0,NA,2021-02-28 11:57:15,TRUE,NA,"1365994470739738625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Perfectessays12",0,FALSE,FALSE,NA,NA
"75","For High Grades in your;
#research  paper
#business
#Algebra
#Calculus
#Statistics 
#Accounting
#Nursing
#Biology… https://t.co/vAUoUZdu77",FALSE,0,NA,2021-02-28 11:51:02,TRUE,NA,"1365992904754421762",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GradeElites",0,FALSE,FALSE,NA,NA
"76","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/HHWfaJeWFn",FALSE,0,NA,2021-02-28 11:50:26,TRUE,NA,"1365992757324615680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","academic247_247",0,FALSE,FALSE,NA,NA
