"user_id","movie_title","genre","rating","release_date","age","gender","occupation"
429,"101 Dalmatians (1996)","Childrens",2,1996-11-27,27,"M","student"
43,"101 Dalmatians (1996)","Childrens",2,1996-11-27,29,"F","librarian"
43,"101 Dalmatians (1996)","Comedy",2,1996-11-27,29,"F","librarian"
434,"101 Dalmatians (1996)","Childrens",4,1996-11-27,16,"F","student"
434,"101 Dalmatians (1996)","Comedy",4,1996-11-27,16,"F","student"
435,"101 Dalmatians (1996)","Childrens",3,1996-11-27,24,"M","engineer"
435,"101 Dalmatians (1996)","Comedy",3,1996-11-27,24,"M","engineer"
45,"101 Dalmatians (1996)","Childrens",4,1996-11-27,29,"M","programmer"
45,"101 Dalmatians (1996)","Comedy",4,1996-11-27,29,"M","programmer"
450,"101 Dalmatians (1996)","Childrens",4,1996-11-27,35,"F","educator"
450,"101 Dalmatians (1996)","Comedy",4,1996-11-27,35,"F","educator"
457,"101 Dalmatians (1996)","Comedy",4,1996-11-27,33,"F","salesman"
457,"101 Dalmatians (1996)","Childrens",4,1996-11-27,33,"F","salesman"
459,"101 Dalmatians (1996)","Comedy",3,1996-11-27,22,"M","student"
459,"101 Dalmatians (1996)","Childrens",3,1996-11-27,22,"M","student"
463,"101 Dalmatians (1996)","Childrens",3,1996-11-27,48,"F","healthcare"
463,"101 Dalmatians (1996)","Comedy",3,1996-11-27,48,"F","healthcare"
471,"101 Dalmatians (1996)","Childrens",5,1996-11-27,10,"M","student"
471,"101 Dalmatians (1996)","Comedy",5,1996-11-27,10,"M","student"
49,"101 Dalmatians (1996)","Comedy",2,1996-11-27,23,"F","student"
49,"101 Dalmatians (1996)","Childrens",2,1996-11-27,23,"F","student"
495,"101 Dalmatians (1996)","Comedy",4,1996-11-27,29,"M","engineer"
495,"101 Dalmatians (1996)","Childrens",4,1996-11-27,29,"M","engineer"
497,"101 Dalmatians (1996)","Comedy",3,1996-11-27,20,"M","student"
497,"101 Dalmatians (1996)","Childrens",3,1996-11-27,20,"M","student"
5,"101 Dalmatians (1996)","Childrens",2,1996-11-27,33,"F","other"
5,"101 Dalmatians (1996)","Comedy",2,1996-11-27,33,"F","other"
504,"101 Dalmatians (1996)","Childrens",4,1996-11-27,40,"F","writer"
504,"101 Dalmatians (1996)","Comedy",4,1996-11-27,40,"F","writer"
541,"101 Dalmatians (1996)","Childrens",4,1996-11-27,19,"F","student"
541,"101 Dalmatians (1996)","Comedy",4,1996-11-27,19,"F","student"
549,"101 Dalmatians (1996)","Comedy",3,1996-11-27,42,"M","scientist"
549,"101 Dalmatians (1996)","Childrens",3,1996-11-27,42,"M","scientist"
552,"101 Dalmatians (1996)","Comedy",3,1996-11-27,45,"M","other"
552,"101 Dalmatians (1996)","Childrens",3,1996-11-27,45,"M","other"
56,"101 Dalmatians (1996)","Comedy",2,1996-11-27,25,"M","librarian"
56,"101 Dalmatians (1996)","Childrens",2,1996-11-27,25,"M","librarian"
569,"101 Dalmatians (1996)","Childrens",3,1996-11-27,34,"M","educator"
569,"101 Dalmatians (1996)","Comedy",3,1996-11-27,34,"M","educator"
57,"101 Dalmatians (1996)","Childrens",3,1996-11-27,16,"M","none"
57,"101 Dalmatians (1996)","Comedy",3,1996-11-27,16,"M","none"
577,"101 Dalmatians (1996)","Childrens",4,1996-11-27,36,"F","student"
577,"101 Dalmatians (1996)","Comedy",4,1996-11-27,36,"F","student"
588,"101 Dalmatians (1996)","Childrens",5,1996-11-27,18,"F","student"
588,"101 Dalmatians (1996)","Comedy",5,1996-11-27,18,"F","student"
597,"101 Dalmatians (1996)","Comedy",4,1996-11-27,23,"M","other"
597,"101 Dalmatians (1996)","Childrens",4,1996-11-27,23,"M","other"
60,"101 Dalmatians (1996)","Childrens",3,1996-11-27,50,"M","healthcare"
60,"101 Dalmatians (1996)","Comedy",3,1996-11-27,50,"M","healthcare"
601,"101 Dalmatians (1996)","Comedy",1,1996-11-27,19,"F","artist"
601,"101 Dalmatians (1996)","Childrens",1,1996-11-27,19,"F","artist"
606,"101 Dalmatians (1996)","Comedy",1,1996-11-27,28,"M","programmer"
606,"101 Dalmatians (1996)","Childrens",1,1996-11-27,28,"M","programmer"
62,"101 Dalmatians (1996)","Comedy",3,1996-11-27,27,"F","administrator"
62,"101 Dalmatians (1996)","Childrens",3,1996-11-27,27,"F","administrator"
620,"101 Dalmatians (1996)","Childrens",3,1996-11-27,18,"F","writer"
620,"101 Dalmatians (1996)","Comedy",3,1996-11-27,18,"F","writer"
63,"101 Dalmatians (1996)","Comedy",2,1996-11-27,31,"M","marketing"
63,"101 Dalmatians (1996)","Childrens",2,1996-11-27,31,"M","marketing"
634,"101 Dalmatians (1996)","Comedy",3,1996-11-27,39,"M","engineer"
634,"101 Dalmatians (1996)","Childrens",3,1996-11-27,39,"M","engineer"
637,"101 Dalmatians (1996)","Comedy",3,1996-11-27,30,"M","other"
637,"101 Dalmatians (1996)","Childrens",3,1996-11-27,30,"M","other"
642,"101 Dalmatians (1996)","Comedy",4,1996-11-27,18,"F","student"
642,"101 Dalmatians (1996)","Childrens",4,1996-11-27,18,"F","student"
648,"101 Dalmatians (1996)","Childrens",1,1996-11-27,43,"M","engineer"
648,"101 Dalmatians (1996)","Comedy",1,1996-11-27,43,"M","engineer"
653,"101 Dalmatians (1996)","Comedy",1,1996-11-27,31,"M","executive"
653,"101 Dalmatians (1996)","Childrens",1,1996-11-27,31,"M","executive"
672,"101 Dalmatians (1996)","Comedy",2,1996-11-27,54,"F","administrator"
672,"101 Dalmatians (1996)","Childrens",2,1996-11-27,54,"F","administrator"
684,"101 Dalmatians (1996)","Comedy",3,1996-11-27,28,"M","student"
684,"101 Dalmatians (1996)","Childrens",3,1996-11-27,28,"M","student"
697,"101 Dalmatians (1996)","Childrens",3,1996-11-27,25,"M","other"
697,"101 Dalmatians (1996)","Comedy",3,1996-11-27,25,"M","other"
699,"101 Dalmatians (1996)","Childrens",3,1996-11-27,44,"M","other"
699,"101 Dalmatians (1996)","Comedy",3,1996-11-27,44,"M","other"
70,"101 Dalmatians (1996)","Childrens",3,1996-11-27,27,"M","engineer"
70,"101 Dalmatians (1996)","Comedy",3,1996-11-27,27,"M","engineer"
705,"101 Dalmatians (1996)","Childrens",4,1996-11-27,21,"F","student"
705,"101 Dalmatians (1996)","Comedy",4,1996-11-27,21,"F","student"
708,"101 Dalmatians (1996)","Comedy",2,1996-11-27,26,"F","homemaker"
708,"101 Dalmatians (1996)","Childrens",2,1996-11-27,26,"F","homemaker"
716,"101 Dalmatians (1996)","Comedy",3,1996-11-27,36,"F","administrator"
716,"101 Dalmatians (1996)","Childrens",3,1996-11-27,36,"F","administrator"
738,"101 Dalmatians (1996)","Childrens",3,1996-11-27,35,"M","technician"
738,"101 Dalmatians (1996)","Comedy",3,1996-11-27,35,"M","technician"
75,"101 Dalmatians (1996)","Childrens",2,1996-11-27,24,"M","entertainment"
75,"101 Dalmatians (1996)","Comedy",2,1996-11-27,24,"M","entertainment"
756,"101 Dalmatians (1996)","Childrens",1,1996-11-27,30,"F","none"
756,"101 Dalmatians (1996)","Comedy",1,1996-11-27,30,"F","none"
779,"101 Dalmatians (1996)","Comedy",4,1996-11-27,31,"M","student"
779,"101 Dalmatians (1996)","Childrens",4,1996-11-27,31,"M","student"
798,"101 Dalmatians (1996)","Comedy",4,1996-11-27,40,"F","writer"
798,"101 Dalmatians (1996)","Childrens",4,1996-11-27,40,"F","writer"
805,"101 Dalmatians (1996)","Childrens",1,1996-11-27,27,"F","other"
805,"101 Dalmatians (1996)","Comedy",1,1996-11-27,27,"F","other"
82,"101 Dalmatians (1996)","Childrens",3,1996-11-27,50,"M","programmer"
82,"101 Dalmatians (1996)","Comedy",3,1996-11-27,50,"M","programmer"
83,"101 Dalmatians (1996)","Comedy",3,1996-11-27,40,"M","other"
83,"101 Dalmatians (1996)","Childrens",3,1996-11-27,40,"M","other"
830,"101 Dalmatians (1996)","Childrens",3,1996-11-27,46,"M","programmer"
830,"101 Dalmatians (1996)","Comedy",3,1996-11-27,46,"M","programmer"
835,"101 Dalmatians (1996)","Comedy",2,1996-11-27,44,"F","executive"
835,"101 Dalmatians (1996)","Childrens",2,1996-11-27,44,"F","executive"
837,"101 Dalmatians (1996)","Comedy",3,1996-11-27,36,"F","artist"
837,"101 Dalmatians (1996)","Childrens",3,1996-11-27,36,"F","artist"
84,"101 Dalmatians (1996)","Comedy",4,1996-11-27,32,"M","executive"
84,"101 Dalmatians (1996)","Childrens",4,1996-11-27,32,"M","executive"
843,"101 Dalmatians (1996)","Childrens",2,1996-11-27,35,"M","librarian"
843,"101 Dalmatians (1996)","Comedy",2,1996-11-27,35,"M","librarian"
847,"101 Dalmatians (1996)","Childrens",1,1996-11-27,29,"M","student"
847,"101 Dalmatians (1996)","Comedy",1,1996-11-27,29,"M","student"
854,"101 Dalmatians (1996)","Childrens",1,1996-11-27,29,"F","student"
854,"101 Dalmatians (1996)","Comedy",1,1996-11-27,29,"F","student"
864,"101 Dalmatians (1996)","Comedy",3,1996-11-27,27,"M","programmer"
864,"101 Dalmatians (1996)","Childrens",3,1996-11-27,27,"M","programmer"
868,"101 Dalmatians (1996)","Comedy",1,1996-11-27,21,"M","programmer"
868,"101 Dalmatians (1996)","Childrens",1,1996-11-27,21,"M","programmer"
878,"101 Dalmatians (1996)","Childrens",3,1996-11-27,50,"F","educator"
878,"101 Dalmatians (1996)","Comedy",3,1996-11-27,50,"F","educator"
881,"101 Dalmatians (1996)","Childrens",2,1996-11-27,39,"M","marketing"
881,"101 Dalmatians (1996)","Comedy",2,1996-11-27,39,"M","marketing"
882,"101 Dalmatians (1996)","Comedy",5,1996-11-27,35,"M","engineer"
882,"101 Dalmatians (1996)","Childrens",5,1996-11-27,35,"M","engineer"
885,"101 Dalmatians (1996)","Comedy",3,1996-11-27,30,"F","other"
885,"101 Dalmatians (1996)","Childrens",3,1996-11-27,30,"F","other"
887,"101 Dalmatians (1996)","Childrens",4,1996-11-27,14,"F","student"
887,"101 Dalmatians (1996)","Comedy",4,1996-11-27,14,"F","student"
896,"101 Dalmatians (1996)","Childrens",1,1996-11-27,28,"M","writer"
896,"101 Dalmatians (1996)","Comedy",1,1996-11-27,28,"M","writer"
907,"101 Dalmatians (1996)","Comedy",5,1996-11-27,25,"F","other"
907,"101 Dalmatians (1996)","Childrens",5,1996-11-27,25,"F","other"
92,"101 Dalmatians (1996)","Childrens",3,1996-11-27,32,"M","entertainment"
92,"101 Dalmatians (1996)","Comedy",3,1996-11-27,32,"M","entertainment"
932,"101 Dalmatians (1996)","Comedy",2,1996-11-27,58,"M","educator"
932,"101 Dalmatians (1996)","Childrens",2,1996-11-27,58,"M","educator"
934,"101 Dalmatians (1996)","Childrens",2,1996-11-27,61,"M","engineer"
934,"101 Dalmatians (1996)","Comedy",2,1996-11-27,61,"M","engineer"
937,"101 Dalmatians (1996)","Childrens",2,1996-11-27,48,"M","educator"
937,"101 Dalmatians (1996)","Comedy",2,1996-11-27,48,"M","educator"
938,"101 Dalmatians (1996)","Childrens",4,1996-11-27,38,"F","technician"
938,"101 Dalmatians (1996)","Comedy",4,1996-11-27,38,"F","technician"
94,"101 Dalmatians (1996)","Childrens",3,1996-11-27,26,"M","student"
94,"101 Dalmatians (1996)","Comedy",3,1996-11-27,26,"M","student"
1,"12 Angry Men (1957)","Drama",5,1957-01-01,24,"M","technician"
10,"12 Angry Men (1957)","Drama",5,1957-01-01,53,"M","lawyer"
109,"12 Angry Men (1957)","Drama",3,1957-01-01,29,"M","other"
115,"12 Angry Men (1957)","Drama",5,1957-01-01,31,"M","engineer"
13,"12 Angry Men (1957)","Drama",4,1957-01-01,47,"M","educator"
151,"12 Angry Men (1957)","Drama",5,1957-01-01,38,"F","administrator"
156,"12 Angry Men (1957)","Drama",5,1957-01-01,25,"M","educator"
16,"12 Angry Men (1957)","Drama",5,1957-01-01,21,"M","entertainment"
172,"12 Angry Men (1957)","Drama",3,1957-01-01,55,"M","marketing"
174,"12 Angry Men (1957)","Drama",5,1957-01-01,30,"F","administrator"
178,"12 Angry Men (1957)","Drama",4,1957-01-01,26,"M","other"
18,"12 Angry Men (1957)","Drama",3,1957-01-01,35,"F","other"
182,"12 Angry Men (1957)","Drama",5,1957-01-01,36,"M","programmer"
185,"12 Angry Men (1957)","Drama",4,1957-01-01,53,"F","librarian"
189,"12 Angry Men (1957)","Drama",5,1957-01-01,32,"M","artist"
194,"12 Angry Men (1957)","Drama",3,1957-01-01,38,"M","administrator"
221,"12 Angry Men (1957)","Drama",4,1957-01-01,19,"M","student"
224,"12 Angry Men (1957)","Drama",4,1957-01-01,31,"F","educator"
232,"12 Angry Men (1957)","Drama",5,1957-01-01,45,"M","scientist"
234,"12 Angry Men (1957)","Drama",5,1957-01-01,60,"M","retired"
237,"12 Angry Men (1957)","Drama",4,1957-01-01,49,"M","administrator"
24,"12 Angry Men (1957)","Drama",5,1957-01-01,21,"F","artist"
246,"12 Angry Men (1957)","Drama",5,1957-01-01,19,"M","student"
268,"12 Angry Men (1957)","Drama",4,1957-01-01,24,"M","engineer"
271,"12 Angry Men (1957)","Drama",3,1957-01-01,51,"M","engineer"
272,"12 Angry Men (1957)","Drama",5,1957-01-01,33,"M","scientist"
288,"12 Angry Men (1957)","Drama",5,1957-01-01,34,"M","marketing"
298,"12 Angry Men (1957)","Drama",5,1957-01-01,44,"M","executive"
305,"12 Angry Men (1957)","Drama",4,1957-01-01,23,"M","programmer"
307,"12 Angry Men (1957)","Drama",3,1957-01-01,25,"M","student"
308,"12 Angry Men (1957)","Drama",4,1957-01-01,60,"M","retired"
311,"12 Angry Men (1957)","Drama",5,1957-01-01,32,"M","technician"
312,"12 Angry Men (1957)","Drama",5,1957-01-01,48,"M","other"
313,"12 Angry Men (1957)","Drama",5,1957-01-01,41,"M","marketing"
315,"12 Angry Men (1957)","Drama",4,1957-01-01,31,"M","educator"
326,"12 Angry Men (1957)","Drama",5,1957-01-01,41,"M","administrator"
327,"12 Angry Men (1957)","Drama",4,1957-01-01,22,"M","student"
331,"12 Angry Men (1957)","Drama",3,1957-01-01,33,"M","entertainment"
339,"12 Angry Men (1957)","Drama",5,1957-01-01,35,"M","lawyer"
361,"12 Angry Men (1957)","Drama",5,1957-01-01,22,"M","student"
373,"12 Angry Men (1957)","Drama",4,1957-01-01,24,"F","other"
379,"12 Angry Men (1957)","Drama",5,1957-01-01,44,"M","programmer"
381,"12 Angry Men (1957)","Drama",4,1957-01-01,33,"M","artist"
387,"12 Angry Men (1957)","Drama",3,1957-01-01,33,"M","entertainment"
389,"12 Angry Men (1957)","Drama",4,1957-01-01,44,"F","writer"
392,"12 Angry Men (1957)","Drama",5,1957-01-01,52,"M","writer"
397,"12 Angry Men (1957)","Drama",5,1957-01-01,17,"M","student"
398,"12 Angry Men (1957)","Drama",5,1957-01-01,40,"M","other"
405,"12 Angry Men (1957)","Drama",3,1957-01-01,22,"F","healthcare"
409,"12 Angry Men (1957)","Drama",5,1957-01-01,48,"M","administrator"
416,"12 Angry Men (1957)","Drama",5,1957-01-01,20,"F","student"
417,"12 Angry Men (1957)","Drama",3,1957-01-01,27,"F","other"
425,"12 Angry Men (1957)","Drama",3,1957-01-01,19,"M","student"
426,"12 Angry Men (1957)","Drama",4,1957-01-01,55,"M","educator"
429,"12 Angry Men (1957)","Drama",4,1957-01-01,27,"M","student"
450,"12 Angry Men (1957)","Drama",4,1957-01-01,35,"F","educator"
458,"12 Angry Men (1957)","Drama",4,1957-01-01,47,"M","technician"
468,"12 Angry Men (1957)","Drama",5,1957-01-01,28,"M","engineer"
474,"12 Angry Men (1957)","Drama",4,1957-01-01,51,"M","executive"
478,"12 Angry Men (1957)","Drama",4,1957-01-01,29,"M","other"
487,"12 Angry Men (1957)","Drama",5,1957-01-01,22,"M","engineer"
488,"12 Angry Men (1957)","Drama",4,1957-01-01,48,"M","technician"
514,"12 Angry Men (1957)","Drama",4,1957-01-01,27,"M","programmer"
524,"12 Angry Men (1957)","Drama",3,1957-01-01,56,"M","educator"
528,"12 Angry Men (1957)","Drama",4,1957-01-01,18,"M","student"
530,"12 Angry Men (1957)","Drama",5,1957-01-01,29,"M","engineer"
535,"12 Angry Men (1957)","Drama",4,1957-01-01,45,"F","educator"
537,"12 Angry Men (1957)","Drama",4,1957-01-01,36,"M","engineer"
553,"12 Angry Men (1957)","Drama",5,1957-01-01,58,"M","educator"
556,"12 Angry Men (1957)","Drama",5,1957-01-01,35,"F","educator"
561,"12 Angry Men (1957)","Drama",4,1957-01-01,23,"M","engineer"
567,"12 Angry Men (1957)","Drama",4,1957-01-01,24,"M","entertainment"
568,"12 Angry Men (1957)","Drama",4,1957-01-01,39,"M","educator"
573,"12 Angry Men (1957)","Drama",4,1957-01-01,68,"M","retired"
588,"12 Angry Men (1957)","Drama",5,1957-01-01,18,"F","student"
592,"12 Angry Men (1957)","Drama",5,1957-01-01,18,"M","student"
6,"12 Angry Men (1957)","Drama",4,1957-01-01,42,"M","executive"
60,"12 Angry Men (1957)","Drama",5,1957-01-01,50,"M","healthcare"
601,"12 Angry Men (1957)","Drama",4,1957-01-01,19,"F","artist"
606,"12 Angry Men (1957)","Drama",5,1957-01-01,28,"M","programmer"
615,"12 Angry Men (1957)","Drama",5,1957-01-01,38,"M","educator"
622,"12 Angry Men (1957)","Drama",4,1957-01-01,25,"M","programmer"
639,"12 Angry Men (1957)","Drama",5,1957-01-01,42,"F","librarian"
648,"12 Angry Men (1957)","Drama",4,1957-01-01,43,"M","engineer"
65,"12 Angry Men (1957)","Drama",5,1957-01-01,51,"F","educator"
655,"12 Angry Men (1957)","Drama",4,1957-01-01,50,"F","healthcare"
658,"12 Angry Men (1957)","Drama",5,1957-01-01,33,"M","programmer"
659,"12 Angry Men (1957)","Drama",5,1957-01-01,31,"M","educator"
661,"12 Angry Men (1957)","Drama",4,1957-01-01,28,"M","programmer"
68,"12 Angry Men (1957)","Drama",5,1957-01-01,19,"M","student"
684,"12 Angry Men (1957)","Drama",4,1957-01-01,28,"M","student"
686,"12 Angry Men (1957)","Drama",5,1957-01-01,32,"M","educator"
691,"12 Angry Men (1957)","Drama",5,1957-01-01,34,"M","educator"
693,"12 Angry Men (1957)","Drama",5,1957-01-01,43,"F","healthcare"
694,"12 Angry Men (1957)","Drama",4,1957-01-01,60,"M","programmer"
696,"12 Angry Men (1957)","Drama",4,1957-01-01,55,"M","other"
7,"12 Angry Men (1957)","Drama",4,1957-01-01,57,"M","administrator"
704,"12 Angry Men (1957)","Drama",5,1957-01-01,51,"F","librarian"
712,"12 Angry Men (1957)","Drama",2,1957-01-01,22,"F","student"
716,"12 Angry Men (1957)","Drama",5,1957-01-01,36,"F","administrator"
723,"12 Angry Men (1957)","Drama",3,1957-01-01,26,"M","executive"
727,"12 Angry Men (1957)","Drama",4,1957-01-01,25,"M","student"
738,"12 Angry Men (1957)","Drama",4,1957-01-01,35,"M","technician"
741,"12 Angry Men (1957)","Drama",5,1957-01-01,25,"M","writer"
747,"12 Angry Men (1957)","Drama",5,1957-01-01,19,"M","other"
749,"12 Angry Men (1957)","Drama",4,1957-01-01,33,"M","other"
751,"12 Angry Men (1957)","Drama",5,1957-01-01,24,"F","other"
756,"12 Angry Men (1957)","Drama",5,1957-01-01,30,"F","none"
766,"12 Angry Men (1957)","Drama",4,1957-01-01,42,"M","other"
774,"12 Angry Men (1957)","Drama",4,1957-01-01,30,"M","student"
796,"12 Angry Men (1957)","Drama",3,1957-01-01,32,"F","writer"
82,"12 Angry Men (1957)","Drama",4,1957-01-01,50,"M","programmer"
846,"12 Angry Men (1957)","Drama",4,1957-01-01,27,"M","lawyer"
864,"12 Angry Men (1957)","Drama",4,1957-01-01,27,"M","programmer"
868,"12 Angry Men (1957)","Drama",5,1957-01-01,21,"M","programmer"
870,"12 Angry Men (1957)","Drama",4,1957-01-01,22,"M","student"
876,"12 Angry Men (1957)","Drama",4,1957-01-01,41,"M","other"
881,"12 Angry Men (1957)","Drama",3,1957-01-01,39,"M","marketing"
886,"12 Angry Men (1957)","Drama",5,1957-01-01,20,"M","student"
889,"12 Angry Men (1957)","Drama",5,1957-01-01,24,"M","technician"
892,"12 Angry Men (1957)","Drama",5,1957-01-01,36,"M","other"
90,"12 Angry Men (1957)","Drama",5,1957-01-01,60,"M","educator"
924,"12 Angry Men (1957)","Drama",5,1957-01-01,29,"M","other"
932,"12 Angry Men (1957)","Drama",5,1957-01-01,58,"M","educator"
95,"12 Angry Men (1957)","Drama",5,1957-01-01,31,"M","administrator"
104,"187 (1997)","Drama",1,1997-01-01,27,"M","student"
130,"187 (1997)","Drama",4,1997-01-01,20,"M","none"
141,"187 (1997)","Drama",1,1997-01-01,49,"M","programmer"
181,"187 (1997)","Drama",1,1997-01-01,26,"M","executive"
186,"187 (1997)","Drama",4,1997-01-01,39,"F","executive"
21,"187 (1997)","Drama",4,1997-01-01,26,"M","writer"
286,"187 (1997)","Drama",5,1997-01-01,27,"M","student"
3,"187 (1997)","Drama",2,1997-01-01,23,"M","writer"
303,"187 (1997)","Drama",3,1997-01-01,19,"M","student"
341,"187 (1997)","Drama",5,1997-01-01,17,"F","student"
416,"187 (1997)","Drama",3,1997-01-01,20,"F","student"
445,"187 (1997)","Drama",2,1997-01-01,21,"M","writer"
451,"187 (1997)","Drama",3,1997-01-01,16,"M","student"
458,"187 (1997)","Drama",3,1997-01-01,47,"M","technician"
462,"187 (1997)","Drama",3,1997-01-01,19,"F","student"
485,"187 (1997)","Drama",3,1997-01-01,44,"F","educator"
489,"187 (1997)","Drama",4,1997-01-01,55,"M","other"
504,"187 (1997)","Drama",4,1997-01-01,40,"F","writer"
510,"187 (1997)","Drama",2,1997-01-01,34,"M","other"
519,"187 (1997)","Drama",5,1997-01-01,22,"M","other"
532,"187 (1997)","Drama",4,1997-01-01,20,"M","student"
537,"187 (1997)","Drama",2,1997-01-01,36,"M","engineer"
587,"187 (1997)","Drama",3,1997-01-01,26,"M","other"
592,"187 (1997)","Drama",3,1997-01-01,18,"M","student"
